Component,Function,FailureModes,Effects,Severity,DetectionControl,RequirementIDs,CyberRisks
go-DDS (dds),Start,Uncontrolled execution,Resource exhaustion,low,unit tests,,
go-DDS (dds),String,Incorrect output,Incorrect system behavior,low,unit tests,,
go-DDS (dds),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
go-DDS (dds),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
go-DDS (dds),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
go-DDS (dds),Wait,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
go-DDS (dds),WithBackPressure,Incorrect output,Incorrect system behavior,low,unit tests,,
go-DDS (dds),WithChannelDepth,Incorrect output,Incorrect system behavior,low,unit tests,,
go-DDS (dds),WithDeadlineMissed,Incorrect output,Incorrect system behavior,low,unit tests,,
go-DDS (dds),WithFilter,Incorrect output,Incorrect system behavior,low,unit tests,,
go-DDS (dds),Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,
go-DDS (dds),WriteCtx,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,
grpc (grpcbridge),ApplyConfig,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),CloseAndRecv,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),LoadConfig,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Marshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Name,Incorrect output,Incorrect system behavior,low,unit tests,,
grpc (grpcbridge),New,Incorrect output,Incorrect system behavior,low,unit tests,,
grpc (grpcbridge),NewClient,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),NewRawClient,Incorrect output,Incorrect system behavior,low,unit tests,,
grpc (grpcbridge),Publish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Publish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Recv,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Recv,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),RegisterDDSBridgeServer,Incorrect output,Incorrect system behavior,low,unit tests,,
grpc (grpcbridge),Send,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Send,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),SendAndClose,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Server,Incorrect output,Incorrect system behavior,low,unit tests,,
grpc (grpcbridge),StreamPublish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),StreamPublish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Subscribe,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Subscribe,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
grpc (grpcbridge),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
idl,Generate,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
idl,ParseFile,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
idl,ParseString,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
main,Marshal,Returns unexpected error,Silent failure propagated to caller,medium,code review,,
main,Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,code review,,
mock,C,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,CloseWithDrain,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Commit,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
mock,DiscoveryMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Domain,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Health,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,IsolatedBroker,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Loan,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
mock,Metrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,New,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,NewLoaningPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
mock,NewPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,NewSubscriber,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,TopicMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,TryRead,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Unsubscribe,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,WithContext,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,WithDeadlineCallback,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,WithLivelinessCallback,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,WithLogger,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
mock,WriteCtx,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
monitor,Addr,Incorrect output,Incorrect system behavior,low,unit tests,,
monitor,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
monitor,New,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,
monitor,Publish,Incorrect output,Incorrect system behavior,low,unit tests,,
monitor,PublishSafetyEvent,Incorrect output,Incorrect system behavior,low,unit tests,,
monitor,RegisterSafetyMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,
monitor,RegisterTSNHealth,Incorrect output,Incorrect system behavior,low,unit tests,,
monitor,WatchSafety,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,
mqtt,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
mqtt,DDSToMQTT,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,DDSToMQTT,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,DDSToMQTT,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,MQTTToDDS,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,MQTTToDDS,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,MQTTToDDS,Incorrect output,Incorrect system behavior,low,unit tests,,
mqtt,NewBridge,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,
mqtt,PrefixMap,Incorrect output,Incorrect system behavior,low,unit tests,,
otel,End,Incorrect output,Incorrect system behavior,low,unit tests,,
otel,NewTracer,Incorrect output,Incorrect system behavior,low,unit tests,,
otel,SetAttribute,Incorrect output,Incorrect system behavior,low,unit tests,,
otel,Start,Uncontrolled execution,Resource exhaustion,low,unit tests,,
pool,Cap,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,Get,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,Len,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,New,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,NewSampleBuffer,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,Pop,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,Push,Incorrect output,Incorrect system behavior,low,unit tests,,
pool,Put,Incorrect output,Incorrect system behavior,low,unit tests,,
record,AddTopic,Incorrect output,Incorrect system behavior,low,unit tests,,
record,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER003: import of math/rand — use crypto/rand for security-sensitive random values
record,NewFaultPublisher,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER003: import of math/rand — use crypto/rand for security-sensitive random values
record,NewPlayer,Incorrect output,Incorrect system behavior,low,unit tests,,
record,NewRecorder,Incorrect output,Incorrect system behavior,low,unit tests,,
record,Play,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
record,PlayFiltered,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
record,PlayScaled,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
record,Start,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,
record,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
record,Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER003: import of math/rand — use crypto/rand for security-sensitive random values
record,WriteCtx,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER003: import of math/rand — use crypto/rand for security-sensitive random values
rest,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rest,New,Incorrect output,Incorrect system behavior,low,unit tests,,
rest,ServeHTTP,Incorrect output,Incorrect system behavior,low,unit tests,,
roundtrip (idlgen),KeyFields,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),KeyFields,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),Marshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),Marshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),NewHeaderPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),NewHeaderSubscriber,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),NewTelemetryPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),NewTelemetrySubscriber,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
roundtrip (idlgen),Unmarshal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rpc,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rpc,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rpc,NewReplier,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,
rpc,NewRequester,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,
rpc,Reply,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rpc,Request,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rpc,Requests,Incorrect output,Incorrect system behavior,low,unit tests,,
rtps,C,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,CloseWithDrain,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Commit,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rtps,DiscoveryMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Domain,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Health,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Loan,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rtps,Metrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,New,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,NewLoaningPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
rtps,NewPublisher,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,NewSubscriber,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,String,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,String,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,String,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,TopicMatches,Incorrect output,Incorrect system behavior,low,unit tests,,
rtps,TopicMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,TryRead,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Unsubscribe,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithConfig,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithContext,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithDeadlineCallback,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithDiscoverySecurity,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithHeartbeatPeriod,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithIPv6,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithLivelinessCallback,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithLogger,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithNoMulticast,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithPeerLocators,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithPersistentHistory,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithSPDPInterval,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithSPDPJitter,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithSecurity,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithStaticPeers,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithTSNConfig,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WithTracer,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
rtps,WriteCtx,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,C,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Enqueue,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
safety,Error,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Errors,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Errors,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,NewDeterministicQueue,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,NewE2EPublisher,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,NewE2ESubscriber,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,NewRateMonitor,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,
safety,SafetyEvents,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,SafetyMetrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
safety,Snapshot,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,Start,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,
safety,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,String,Incorrect output,Incorrect system behavior,low,unit tests,,
safety,Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
scenario,Assert,Incorrect output,Incorrect system behavior,low,unit tests,,
scenario,Expect,Incorrect output,Incorrect system behavior,low,unit tests,,
scenario,ExpectNone,Incorrect output,Incorrect system behavior,low,unit tests,,
scenario,Publish,Incorrect output,Incorrect system behavior,low,unit tests,,
scenario,Run,Returns unexpected error; Uncontrolled execution,Silent failure propagated to caller; Resource exhaustion,medium,unit tests,,
scenario,Wait,Incorrect output,Incorrect system behavior,low,unit tests,,
security,CanRead,Incorrect output,Incorrect system behavior,low,unit tests,,
security,CanWrite,Partial write / data corruption,Incorrect system state,low,unit tests,,
security,Check,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,Len,Incorrect output,Incorrect system behavior,low,unit tests,,
security,NewAESGCMPlugin,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,NewAccessPolicy,Incorrect output,Incorrect system behavior,low,unit tests,,
security,NewCertPlugin,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
security,NewHMACDiscoveryPlugin,Incorrect output,Incorrect system behavior,low,unit tests,,
security,NewHMACPlugin,Incorrect output,Incorrect system behavior,low,unit tests,,
security,NewRandomKey,Incorrect output,Incorrect system behavior,low,unit tests,,
security,NewReplayGuard,Incorrect output,Incorrect system behavior,low,unit tests,,
security,Open,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
